#ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
uniprotkb:P0DTD1-PRO_0000449622	uniprotkb:Q9NVH1	intact:EBI-25475862	intact:EBI-1055336|uniprotkb:Q4VWF5|uniprotkb:Q5VZN0|uniprotkb:Q6PK20|uniprotkb:Q6PK70|uniprotkb:Q8NDM2|uniprotkb:Q96CL7	psi-mi:nsp4_wcpv(display_long)	psi-mi:djc11_human(display_long)|uniprotkb:DNAJC11(gene name)|psi-mi:DNAJC11(display_short)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25490940	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449622	uniprotkb:Q9BSF4	intact:EBI-25475862	intact:EBI-10974729|uniprotkb:Q96EY6|uniprotkb:Q96IT8	psi-mi:nsp4_wcpv(display_long)	psi-mi:tim29_human(display_long)|uniprotkb:TIMM29(gene name)|psi-mi:TIMM29(display_short)|uniprotkb:c19orf52(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25490940	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449622	uniprotkb:Q8TEM1	intact:EBI-25475862	intact:EBI-372826|uniprotkb:A6NN56|uniprotkb:O94980|uniprotkb:Q6NXG6|uniprotkb:Q8NBJ1|uniprotkb:Q9H6C8|uniprotkb:Q9UFP3	psi-mi:nsp4_wcpv(display_long)	psi-mi:po210_human(display_long)|uniprotkb:PSEC0245(orf name)|uniprotkb:Nuclear envelope pore membrane protein POM 210(gene name synonym)|uniprotkb:Pore membrane protein of 210 kDa(gene name synonym)|uniprotkb:Nucleoporin Nup210(gene name synonym)|uniprotkb:KIAA0906(gene name synonym)|uniprotkb:NUP210(gene name)|psi-mi:NUP210(display_short)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25490940	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449622	uniprotkb:Q2TAA5	intact:EBI-25475862	intact:EBI-1048799|uniprotkb:A5PLP3|uniprotkb:Q5TAN9|uniprotkb:Q6DKI6|uniprotkb:Q96FI7|uniprotkb:B4DKW9	psi-mi:nsp4_wcpv(display_long)	psi-mi:alg11_human(display_long)|uniprotkb:GT8(gene name synonym)|uniprotkb:Asparagine-linked glycosylation protein 11 homolog(gene name synonym)|uniprotkb:Glycolipid 2-alpha-mannosyltransferase(gene name synonym)|uniprotkb:ALG11(gene name)|psi-mi:ALG11(display_short)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25490940	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449622	uniprotkb:P62072	intact:EBI-25475862	intact:EBI-1200391|uniprotkb:Q9WV99|uniprotkb:Q9WVA0|uniprotkb:Q9Y5J8|uniprotkb:A8K136	psi-mi:nsp4_wcpv(display_long)	psi-mi:tim10_human(display_long)|uniprotkb:TIMM10(gene name)|psi-mi:TIMM10(display_short)|uniprotkb:TIM10(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25490940	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449622	uniprotkb:P14735	intact:EBI-25475862	intact:EBI-2556886|uniprotkb:D3DR35|uniprotkb:B2R721|uniprotkb:B7ZAU2|uniprotkb:Q5T5N2	psi-mi:nsp4_wcpv(display_long)	psi-mi:ide_human(display_long)|uniprotkb:IDE(gene name)|psi-mi:IDE(display_short)|uniprotkb:Insulin protease(gene name synonym)|uniprotkb:Insulysin(gene name synonym)|uniprotkb:Abeta-degrading protease(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25490940	intact-miscore:0.35
uniprotkb:Q9UJZ1	intact:EBI-25475912	intact:EBI-1044428|uniprotkb:B4E1K7|uniprotkb:O60376|uniprotkb:Q53G29|uniprotkb:Q96FY2|uniprotkb:Q9P042|uniprotkb:D3DRN3	-	psi-mi:stml2_human(display_long)|uniprotkb:Paraprotein target 7(gene name synonym)|uniprotkb:EPB72-like protein 2(gene name synonym)|uniprotkb:STOML2(gene name)|psi-mi:STOML2(display_short)|uniprotkb:SLP2(gene name synonym)|uniprotkb:HSPC108(orf name)	psi-mi:orf3b_wcpv(display_short)|psi-mi:EBI-25475912(display_long)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491308	intact-miscore:0.40
uniprotkb:P0DTC6	uniprotkb:Q9NZJ7	intact:EBI-25475897	intact:EBI-297455|uniprotkb:Q6PK60|uniprotkb:Q6UX45|uniprotkb:Q7L465|uniprotkb:Q9BW23|uniprotkb:Q9NZR6|uniprotkb:Q9UJZ5|uniprotkb:B2RCE3|uniprotkb:A8KAX5	psi-mi:orf6_wcpv(display_long)	psi-mi:mtch1_human(display_long)|uniprotkb:MTCH1(gene name)|psi-mi:MTCH1(display_short)|uniprotkb:PSAP(gene name synonym)|uniprotkb:UNQ1871/PRO4314(orf name)|uniprotkb:Presenilin-associated protein(gene name synonym)|uniprotkb:CGI-64(orf name)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491317	intact-miscore:0.35
uniprotkb:P0DTC6	uniprotkb:P78406	intact:EBI-25475897	intact:EBI-724495|uniprotkb:A8K882|uniprotkb:O15306|uniprotkb:Q3SYL7|uniprotkb:Q5TCH8|uniprotkb:Q6V708|uniprotkb:Q9H100|uniprotkb:Q9NQM6	psi-mi:orf6_wcpv(display_long)	psi-mi:rae1l_human(display_long)|uniprotkb:mRNA-associated protein mrnp 41(gene name synonym)|uniprotkb:Rae1 protein homolog(gene name synonym)|uniprotkb:RAE1(gene name)|psi-mi:RAE1(display_short)|uniprotkb:MRNP41(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491317	intact-miscore:0.35
uniprotkb:P0DTC6	uniprotkb:P52948	intact:EBI-25475897	intact:EBI-295727|uniprotkb:Q8IUT2|uniprotkb:Q8WYB0|uniprotkb:Q96E54|uniprotkb:Q9H3Q4|uniprotkb:Q9NT02|uniprotkb:Q9UF57|uniprotkb:Q9UHX0|uniprotkb:Q9Y6J4|uniprotkb:Q9Y6J5	psi-mi:orf6_wcpv(display_long)	psi-mi:nup98_human(display_long)|uniprotkb:ADAR2(gene name synonym)|uniprotkb:NUP98(gene name)|psi-mi:NUP98(display_short)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491317	intact-miscore:0.35
uniprotkb:P0DTC3	uniprotkb:Q9Y673	intact:EBI-25475894	intact:EBI-11725055|uniprotkb:B4DR37|uniprotkb:Q5TBA6	psi-mi:orf3a_wcpv(display_long)	psi-mi:alg5_human(display_long)|uniprotkb:ALG5(gene name)|psi-mi:ALG5(display_short)|uniprotkb:Asparagine-linked glycosylation protein 5 homolog(gene name synonym)|uniprotkb:HSPC149(orf name)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491278	intact-miscore:0.35
uniprotkb:P0DTC3	uniprotkb:Q9UH99	intact:EBI-25475894	intact:EBI-1044964|uniprotkb:B0QY62|uniprotkb:Q504T5|uniprotkb:O75156|uniprotkb:Q2NKN8|uniprotkb:Q6B4H1|uniprotkb:Q7Z3E3|uniprotkb:Q2T9F7	psi-mi:orf3a_wcpv(display_long)	psi-mi:sun2_human(display_long)|uniprotkb:FRIGG(gene name synonym)|uniprotkb:KIAA0668(gene name synonym)|uniprotkb:RAB5IP(gene name synonym)|uniprotkb:UNC84B(gene name synonym)|uniprotkb:Protein unc-84 homolog B(gene name synonym)|uniprotkb:Sad1/unc-84 protein-like 2(gene name synonym)|uniprotkb:Rab5-interacting protein(gene name synonym)|uniprotkb:SUN2(gene name)|psi-mi:SUN2(display_short)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491278	intact-miscore:0.35
uniprotkb:P0DTC3	uniprotkb:Q9H270	intact:EBI-25475894	intact:EBI-373380|uniprotkb:Q8WY89|uniprotkb:Q96EP8|uniprotkb:Q9H6D9|uniprotkb:Q9HCS6	psi-mi:orf3a_wcpv(display_long)	psi-mi:vps11_human(display_long)|uniprotkb:VPS11(gene name)|psi-mi:VPS11(display_short)|uniprotkb:PP3476(orf name)|uniprotkb:RING finger protein 108(gene name synonym)|uniprotkb:RNF108(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491278	intact-miscore:0.35
uniprotkb:P0DTC3	uniprotkb:Q96S66	intact:EBI-25475894	intact:EBI-2836109|uniprotkb:Q8WYP9|uniprotkb:Q8WYP8|uniprotkb:O94861|uniprotkb:Q9BU25	psi-mi:orf3a_wcpv(display_long)	psi-mi:clcc1_human(display_long)|uniprotkb:CLCC1(gene name)|psi-mi:CLCC1(display_short)|uniprotkb:KIAA0761(gene name synonym)|uniprotkb:MCLC(gene name synonym)|uniprotkb:Mid-1-related chloride channel protein 1(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491278	intact-miscore:0.35
uniprotkb:P0DTC3	uniprotkb:Q96JC1	intact:EBI-25475894	intact:EBI-1050197|uniprotkb:O94869|uniprotkb:Q7Z3V3|uniprotkb:Q96B93|uniprotkb:Q96RM0|uniprotkb:Q71SQ6	psi-mi:orf3a_wcpv(display_long)	psi-mi:vps39_human(display_long)|uniprotkb:VAM6(gene name synonym)|uniprotkb:TLP(gene name synonym)|uniprotkb:TRAP1-like protein(gene name synonym)|uniprotkb:KIAA0770(gene name synonym)|uniprotkb:VPS39(gene name)|psi-mi:VPS39(display_short)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491278	intact-miscore:0.35
uniprotkb:P0DTC3	uniprotkb:Q8N6S5	intact:EBI-25475894	intact:EBI-2808844|uniprotkb:Q7Z4G7|uniprotkb:B2RDS6	psi-mi:orf3a_wcpv(display_long)	psi-mi:ar6p6_human(display_long)|uniprotkb:ARL6IP6(gene name)|psi-mi:ARL6IP6(display_short)|uniprotkb:PFAAP1(gene name synonym)|uniprotkb:Phosphonoformate immuno-associated protein 1(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491278	intact-miscore:0.35
uniprotkb:P0DTC3	uniprotkb:Q8IWR1	intact:EBI-25475894	intact:EBI-10262539|uniprotkb:A8K5G9|uniprotkb:D3DNL9	psi-mi:orf3a_wcpv(display_long)	psi-mi:tri59_human(display_long)|uniprotkb:TRIM59(gene name)|psi-mi:TRIM59(display_short)|uniprotkb:RING finger protein 104(gene name synonym)|uniprotkb:RNF104(gene name synonym)|uniprotkb:TRIM57(gene name synonym)|uniprotkb:TSBF1(gene name synonym)|uniprotkb:Tumor suppressor TSBF-1(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491278	intact-miscore:0.35
uniprotkb:P0DTC3	uniprotkb:P09601	intact:EBI-25475894	intact:EBI-2806151	psi-mi:orf3a_wcpv(display_long)	psi-mi:hmox1_human(display_long)|uniprotkb:HO(gene name synonym)|uniprotkb:HO1(gene name synonym)|uniprotkb:HMOX1(gene name)|psi-mi:HMOX1(display_short)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491278	intact-miscore:0.35
uniprotkb:A0A663DJA2	uniprotkb:Q9C0D3	intact:EBI-25475906	intact:EBI-1811414|uniprotkb:Q8N2X3|uniprotkb:Q9H8L8	psi-mi:orf10_wcpv(display_long)	psi-mi:zy11b_human(display_long)|uniprotkb:ZYG11B(gene name)|psi-mi:ZYG11B(display_short)|uniprotkb:KIAA1730(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491245	intact-miscore:0.35
uniprotkb:A0A663DJA2	uniprotkb:Q15370	intact:EBI-25475906	intact:EBI-301238|uniprotkb:B7WPD3	psi-mi:orf10_wcpv(display_long)	psi-mi:elob_human(display_long)|uniprotkb:ELOB(gene name)|psi-mi:ELOB(display_short)|uniprotkb:Elongin 18 kDa subunit(gene name synonym)|uniprotkb:RNA polymerase II transcription factor SIII subunit B(gene name synonym)|uniprotkb:SIII p18(gene name synonym)|uniprotkb:TCEB2(gene name synonym)|uniprotkb:Transcription elongation factor B polypeptide 2(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491245	intact-miscore:0.35
uniprotkb:A0A663DJA2	uniprotkb:Q15369	intact:EBI-25475906	intact:EBI-301231|uniprotkb:Q567Q6|uniprotkb:E5RGD9	psi-mi:orf10_wcpv(display_long)	psi-mi:eloc_human(display_long)|uniprotkb:ELOC(gene name)|psi-mi:ELOC(display_short)|uniprotkb:Elongin 15 kDa subunit(gene name synonym)|uniprotkb:RNA polymerase II transcription factor SIII subunit C(gene name synonym)|uniprotkb:SIII p15(gene name synonym)|uniprotkb:TCEB1(gene name synonym)|uniprotkb:Transcription elongation factor B polypeptide 1(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491245	intact-miscore:0.35
uniprotkb:A0A663DJA2	uniprotkb:P62877	intact:EBI-25475906	intact:EBI-398523|uniprotkb:Q8N6Z8|uniprotkb:Q9D1S2|uniprotkb:Q9WUK9|uniprotkb:Q9Y254|uniprotkb:B2RDY1	psi-mi:orf10_wcpv(display_long)	psi-mi:rbx1_human(display_long)|uniprotkb:RING-box protein 1(gene name synonym)|uniprotkb:E3 ubiquitin-protein transferase RBX1(gene name synonym)|uniprotkb:RBX1(gene name)|psi-mi:RBX1(display_short)|uniprotkb:RNF75(gene name synonym)|uniprotkb:ROC1(gene name synonym)|uniprotkb:Regulator of cullins 1(gene name synonym)|uniprotkb:RING finger protein 75(gene name synonym)|uniprotkb:Protein ZYP(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491245	intact-miscore:0.35
uniprotkb:A0A663DJA2	uniprotkb:Q9Y5J9	intact:EBI-25475906	intact:EBI-1049085|uniprotkb:Q3KQS9|uniprotkb:Q9UN04|uniprotkb:B0YJA5	psi-mi:orf10_wcpv(display_long)	psi-mi:tim8b_human(display_long)|uniprotkb:Deafness dystonia protein 2(gene name synonym)|uniprotkb:DDP-like protein(gene name synonym)|uniprotkb:TIM8B(gene name synonym)|uniprotkb:TIMM8B(gene name)|psi-mi:TIMM8B(display_short)|uniprotkb:DDP2(gene name synonym)|uniprotkb:DDPL(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491245	intact-miscore:0.35
uniprotkb:A0A663DJA2	uniprotkb:Q9BU02	intact:EBI-25475906	intact:EBI-2820864|uniprotkb:D3DS50|uniprotkb:G3V4J3	psi-mi:orf10_wcpv(display_long)	psi-mi:thtpa_human(display_long)|uniprotkb:THTPA(gene name)|psi-mi:THTPA(display_short)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491245	intact-miscore:0.35
uniprotkb:A0A663DJA2	uniprotkb:Q3KQU3	intact:EBI-25475906	intact:EBI-713229|uniprotkb:D3DPS4|uniprotkb:Q9HBQ2|uniprotkb:Q8N905|uniprotkb:Q9ULN3|uniprotkb:Q7L8J5|uniprotkb:Q8TAK0|intact:EBI-2511981|intact:EBI-1056140|uniprotkb:Q9NW29	psi-mi:orf10_wcpv(display_long)	psi-mi:ma7d1_human(display_long)|uniprotkb:KIAA1187(gene name synonym)|uniprotkb:PARCC1(gene name synonym)|uniprotkb:RPRC1(gene name synonym)|uniprotkb:Proline/arginine-rich coiled-coil domain-containing protein 1(gene name synonym)|uniprotkb:Arginine/proline-rich coiled-coil domain-containing protein 1(gene name synonym)|uniprotkb:PP2464(orf name)|uniprotkb:MAP7D1(gene name)|psi-mi:MAP7D1(display_short)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491245	intact-miscore:0.35
uniprotkb:A0A663DJA2	uniprotkb:Q13617	intact:EBI-25475906	intact:EBI-456179|uniprotkb:B7Z6K8|uniprotkb:G3V1S2|dip:DIP-31612N|uniprotkb:O00200|uniprotkb:Q5T2B6|uniprotkb:Q9UNF9|uniprotkb:D3DRY6|uniprotkb:B3KT95	psi-mi:orf10_wcpv(display_long)	psi-mi:cul2_human(display_long)|uniprotkb:CUL2(gene name)|psi-mi:CUL2(display_short)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491245	intact-miscore:0.35
uniprotkb:A0A663DJA2	uniprotkb:P50897	intact:EBI-25475906	intact:EBI-1237011|intact:EBI-2859371|uniprotkb:Q6FGQ4|uniprotkb:B4DY24	psi-mi:orf10_wcpv(display_long)	psi-mi:ppt1_human(display_long)|uniprotkb:Palmitoyl-protein hydrolase 1(gene name synonym)|uniprotkb:CLN1(gene name synonym)|uniprotkb:PPT1(gene name)|psi-mi:PPT1(display_short)|uniprotkb:PPT(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491245	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449626	uniprotkb:Q9HD40	intact:EBI-25475874	intact:EBI-6163446|uniprotkb:A8K8W1|uniprotkb:Q0D2P3|uniprotkb:Q17RT1|uniprotkb:Q9NXZ5|uniprotkb:Q9UGM9|uniprotkb:Q9Y353	psi-mi:nsp8_wcpv(display_long)	psi-mi:spcs_human(display_long)|uniprotkb:SEPSECS(gene name)|psi-mi:SEPSECS(display_short)|uniprotkb:Liver-pancreas antigen(gene name synonym)|uniprotkb:SLA-p35(gene name synonym)|uniprotkb:SLA/LP autoantigen(gene name synonym)|uniprotkb:Selenocysteine synthase(gene name synonym)|uniprotkb:"Selenocysteinyl-tRNA(Sec) synthase"(gene name synonym)|uniprotkb:"Sep-tRNA:Sec-tRNA synthase"(gene name synonym)|uniprotkb:Soluble liver antigen(gene name synonym)|uniprotkb:TRNP48(gene name synonym)|uniprotkb:UGA suppressor tRNA-associated protein(gene name synonym)|uniprotkb:"tRNA(Ser/Sec)-associated antigenic protein"(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491113	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449626	uniprotkb:Q9BSC4	intact:EBI-25475874	intact:EBI-7001376|uniprotkb:Q53RC9|uniprotkb:Q9H855|uniprotkb:Q96TA5|uniprotkb:Q9H7Y7|uniprotkb:A8K3R5|intact:MINT-3060916|uniprotkb:B4DLV0	psi-mi:nsp8_wcpv(display_long)	psi-mi:nol10_human(display_long)|uniprotkb:NOL10(gene name)|psi-mi:NOL10(display_short)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491113	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449626	uniprotkb:Q92552	intact:EBI-25475874	intact:EBI-2211879|uniprotkb:B4DRT2|uniprotkb:Q6P1S1	psi-mi:nsp8_wcpv(display_long)	psi-mi:rt27_human(display_long)|uniprotkb:MRPS27(gene name)|psi-mi:MRPS27(display_short)|uniprotkb:KIAA0264(gene name synonym)|uniprotkb:Mitochondrial small ribosomal subunit protein mS27(gene name synonym)|uniprotkb:Mitochondrial ribosomal protein S27(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491113	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449626	uniprotkb:Q13868	intact:EBI-25475874	intact:EBI-301735|uniprotkb:B4DKK6|uniprotkb:A3KFL4|uniprotkb:Q9NUY4|uniprotkb:A3KFL3	psi-mi:nsp8_wcpv(display_long)	psi-mi:exos2_human(display_long)|uniprotkb:EXOSC2(gene name)|psi-mi:EXOSC2(display_short)|uniprotkb:RRP4(gene name synonym)|uniprotkb:Ribosomal RNA-processing protein 4(gene name synonym)|uniprotkb:Exosome component 2(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491113	intact-miscore:0.35
